Type,HowtoUse,Interactions,URL,Allergies,Review,Use,Drug,Indication,Precautions,AvoidUse,Sides,Condition
 otc,,,,,Be the first to review it,,Theraflu Sinus and Cold oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,2541  User Reviews        ,,prednisone oral, label,,,,Allergic Bronchopulmonary Aspergillosis - Fungal Infection
 otc,,,,,Be the first to review it,,NeoTuss-D (Improved Formula) oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,67  User Reviews        ,,prednisolone oral, label,,,,Allergic Bronchopulmonary Aspergillosis - Fungal Infection
 rx,,,,,28  User Reviews        ,,itraconazole oral, offlabel,,,,Allergic Bronchopulmonary Aspergillosis - Fungal Infection
 otc,,,,,Be the first to review it,,Children's Mucinex Multi-Symptom oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,24  User Reviews        ,,Deltasone oral, label,,,,Allergic Bronchopulmonary Aspergillosis - Fungal Infection
 otc,,,,,Be the first to review it,,Children's Dibromm DM Cold-Cough oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,19  User Reviews        ,,Sporanox oral, offlabel,,,,Allergic Bronchopulmonary Aspergillosis - Fungal Infection
 otc,,,,,Be the first to review it,,Children's Dibromm Cold and Allergy oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,16  User Reviews        ,,Prednisone Intensol oral, label,,,,Allergic Bronchopulmonary Aspergillosis - Fungal Infection
 otc,,,,,Be the first to review it,,Severe Allergy-Sinus Headache oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,16  User Reviews        ,,Vfend oral, label,,,,Allergic Bronchopulmonary Aspergillosis - Fungal Infection
 rx,,,,,14  User Reviews        ,,Orapred ODT oral, label,,,,Allergic Bronchopulmonary Aspergillosis - Fungal Infection
 otc,,,,,Be the first to review it,,30PSE-150GFN-15DM oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,9  User Reviews        ,,voriconazole oral, label,,,,Allergic Bronchopulmonary Aspergillosis - Fungal Infection
 rx,,,,,7  User Reviews        ,,Veripred 20 oral, label,,,,Allergic Bronchopulmonary Aspergillosis - Fungal Infection
 otc,,,,,Be the first to review it,,Ed-ChlorPed oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,6  User Reviews        ,,amphotericin B injection, label,,,,Allergic Bronchopulmonary Aspergillosis - Fungal Infection
 rx,,,,,4  User Reviews        ,,amphotericin B lipid complex intravenous, label,,,,Allergic Bronchopulmonary Aspergillosis - Fungal Infection
 otc,,,,,Be the first to review it,,chlorpheniramine-phenylephrine-codeine oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,4  User Reviews        ,,Rayos oral, label,,,,Allergic Bronchopulmonary Aspergillosis - Fungal Infection
 rx,,,,,3  User Reviews        ,,prednisolone sodium phosphate oral, label,,,,Allergic Bronchopulmonary Aspergillosis - Fungal Infection
 rx,,,,,3  User Reviews        ,,Pediapred oral, label,,,,Allergic Bronchopulmonary Aspergillosis - Fungal Infection
 otc,,,,,Be the first to review it,,ED Bron GP oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,3  User Reviews        ,,Millipred oral, label,,,,Allergic Bronchopulmonary Aspergillosis - Fungal Infection
 otc,,,,,Be the first to review it,,Severe Cold PE oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,2  User Reviews        ,,Abelcet intravenous, label,,,,Allergic Bronchopulmonary Aspergillosis - Fungal Infection
 otc,,,,,Be the first to review it,,doxylamine-pseudoephedrine oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,1  User Reviews        ,,voriconazole intravenous, label,,,,Allergic Bronchopulmonary Aspergillosis - Fungal Infection
 otc,,,,,Be the first to review it,,doxylamine-pseudoephedrine-DM oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,1  User Reviews        ,,Millipred DP oral, label,,,,Allergic Bronchopulmonary Aspergillosis - Fungal Infection
 otc,,,,,Be the first to review it,,Lortuss LQ oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,1  User Reviews        ,,Onmel oral, label,,,,Allergic Bronchopulmonary Aspergillosis - Fungal Infection
 otc,,,,,Be the first to review it,,NoHist-LQ oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,Be the first to review it,,Sporanox Pulsepak oral, label,,,,Allergic Bronchopulmonary Aspergillosis - Fungal Infection
 rx,,,,,Be the first to review it,,Vfend IV intravenous, label,,,,Allergic Bronchopulmonary Aspergillosis - Fungal Infection
 otc,,,,,Be the first to review it,,Tusicof oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,Be the first to review it,,isavuconazonium sulfate intravenous, label,,,,Allergic Bronchopulmonary Aspergillosis - Fungal Infection
 otc,,,,,Be the first to review it,,Allergy Relief (fexofenadine) oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,Be the first to review it,,isavuconazonium sulfate oral, label,,,,Allergic Bronchopulmonary Aspergillosis - Fungal Infection
 rx,,,,,Be the first to review it,,Cresemba intravenous, label,,,,Allergic Bronchopulmonary Aspergillosis - Fungal Infection
 otc,,,,,Be the first to review it,,Rynex PSE oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,Be the first to review it,,Cresemba oral, label,,,,Allergic Bronchopulmonary Aspergillosis - Fungal Infection
 otc,,,,,Be the first to review it,,chlorcyclizine-pseudoephedrine oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Pres Gen Pediatric oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Pres Gen oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Wal-Phed PE Nighttime Cold oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,diphenhydramine-PE-DM oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,aspirin-diphenhydramine citrate oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Children's Cough and Runny Nose oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Bio-B Kids oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Ed Chlorped D oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Acetadryl oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Children's Allergy (cetirizine) oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,SafeTussin PM oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Allergy Plus Severe Sinus HA oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Entex T oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Wal-Dryl Severe Allergy-Sinus oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Wal-Fex D 12 Hour oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,DM-guaifenesn/chlorpheniram-DM-acetaminophen oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Children's Wal-Tap Cold-Allergy oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Cough and Cold Mucus Relief CF oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,dexbrompheniramine-PSE-codeine oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,phenylephrine-chlophedianol-GG oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,M-End Max D oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,dexbromphenir-pseudoephedrine-DM oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Vazobid-PD oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Allergy-Congestion Relief-D oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Ed A-Hist PSE oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Vicks NyQuil Cold/Flu (cpm) oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Nighttime Cold-Flu Relief oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Despec EDA Cough and Cold Drops oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,chlorpheniramine-PE-chlophedianol oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Carbaphen CH oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,brompheniramine-PE-chlophedianol oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Adult Tussin Multi-Symptom Cold oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Allergy Complete-D oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Children's Allergy Complete oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Bio-Dtuss DMX oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Wal-Itin D 12 Hour oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,PM Pain Reliever oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,dexchlorpheniramine-pseudoephed-DM oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Deltuss DP oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Allergy Relief-D (fexofenadine) oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Allergy Relief-D (loratadine) oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Allergy Relief (loratadine) oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Allergy Relief (clemastine) oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Allergy Relief(chlorpheniramine-acetaminophen) oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Nasopen PE oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Pain Relief PM Rapid Release oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Tussin CF MAX oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Supress A oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Nite-Time Cold-Flu oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,G-Tusicof oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Contac Cold-Flu Night oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,chlorpheniramine-phenylephrine-ibuprofen oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Entre-Hist PSE oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Coricidin HBP Cold-Multi Symptom oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,chlorcyclizine oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,AllerClear D-12hr oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Ahist (chlorcyclizine) oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Panatuss PED oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Panatuss PED Drops oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Entre-Cough oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,G-P-Tuss DXP oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Presgen B oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Bio-S-Pres Dx oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Biocotron-D oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Daytime-Nighttime Cough oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,Be the first to review it,,Vituz oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,DayTime and NiteTime Sinus oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Suphedrine PE Sinus and Allergy oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,AP-Hist DM oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,pyrilamine-dextromethorphan oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,139  User Reviews        ,,Nasonex nasal, label,,,,Allergic Rhinitis Prevention
 otc,,,,,Be the first to review it,,Children's Allergy Relief (diphenhyd) oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,21  User Reviews        ,,flunisolide nasal, label,,,,Allergic Rhinitis Prevention
 rxotc,,,,,10  User Reviews        ,,triamcinolone acetonide nasal, label,,,,Allergic Rhinitis Prevention
 otc,,,,,8  User Reviews        ,,Nasacort nasal, label,,,,Allergic Rhinitis Prevention
 otc,,,,,Be the first to review it,,Altipres oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rxotc,,,,,7  User Reviews        ,,budesonide nasal, label,,,,Allergic Rhinitis Prevention
 otc,,,,,Be the first to review it,,Altipres-B oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,2  User Reviews        ,,mometasone nasal, label,,,,Allergic Rhinitis Prevention
 otc,,,,,Be the first to review it,,Altipres Pediatric oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,1  User Reviews        ,,Rhinocort Allergy nasal, label,,,,Allergic Rhinitis Prevention
 otc,,,,,Be the first to review it,,EZ Nite Sleep oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Children's Nasacort nasal, label,,,,Allergic Rhinitis Prevention
 otc,,,,,Be the first to review it,,Nasal Allergy nasal, label,,,,Allergic Rhinitis Prevention
 otc,,,,,Be the first to review it,,Vanahist PD oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Vanacof DM oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,pyrilamine-chlophedianol oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Vanacof-8 oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,thonzylamine-chlophedianol oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,thonzylamine-phenylephrine-dextromethorphan oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Poly-Hist DM (thonzylamine) oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Coricidin HBP Day-Night oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Bio T Pres oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Bio T Pres Pediatric oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Children Mucinex Congestion-Cough oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Bio T Pres-B oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,BioGtuss NF oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Wal-Nadol PM oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Ormir oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Desgen DM oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,dexbrompheniramine-pseudoephedrine-chlophedianol oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Pro-Red AC (with dexchlorpheniramine) oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Sleep Time oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,G-Supress DX oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Dometuss-DMX oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Chlo Tuss oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Children's Cough and Cold Relief oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Child Dometuss-DA oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,doxylamine-phenylephrine oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Vazotab (pyrilamine) oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Mucinex Fast-Max Nite Cold-Flu oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Child Delsym Cough+Cold oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Dallergy (chlorpheniramine-phenylephrine) oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Dallergy (dexbrompheniramine-PE) oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Aller-G-Time oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Z-Sleep oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Duravent DM oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Child's Mucus Relief M-S Cold oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,Be the first to review it,,Robitussin Nighttime Cough DM oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
